Title,Image_full,Image_thumb,Type,Job,Element,Cost,Serial Type,Power,Category,Set,Code
Shantotto,https://fftcg.cdn.sewest.net/images/cards/full/16-030L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-030L_eg.jpg, Forward, Mage,ice, 4, L, 8000, DFF · XI, Emissaries Of Light, 16-030L
Scarlet,https://fftcg.cdn.sewest.net/images/cards/full/16-031R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-031R_eg.jpg, Forward, Shinra Executive,num, 2, R, 5000, VII, Emissaries Of Light, 16-031R
Serah,https://fftcg.cdn.sewest.net/images/cards/full/16-032H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-032H_eg.jpg, Forward, Saboteur,ice, 3, H, 7000, XIII, Emissaries Of Light, 16-032H
Celes,https://fftcg.cdn.sewest.net/images/cards/full/16-033C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-033C_eg.jpg, Backup, Rune Knight,exburst, 3, C, , WOFF, Emissaries Of Light, 16-033C
DG Sniper,https://fftcg.cdn.sewest.net/images/cards/full/16-034C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-034C_eg.jpg, Forward, Standard Unit,c, 4, C, 8000, VII, Emissaries Of Light, 16-034C
YKT-63,https://fftcg.cdn.sewest.net/images/cards/full/16-035C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-035C_eg.jpg, Monster, War Machine,num, 3, C, , X, Emissaries Of Light, 16-035C
Devout,https://fftcg.cdn.sewest.net/images/cards/full/16-036C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-036C_eg.jpg, Backup, Standard Unit,c, 4, C, , III, Emissaries Of Light, 16-036C
Babus,https://fftcg.cdn.sewest.net/images/cards/full/16-037R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-037R_eg.jpg, Backup, Runeseeker,ice, 6, R, , FFTA, Emissaries Of Light, 16-037R
Byblos,https://fftcg.cdn.sewest.net/images/cards/full/16-038H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-038H_eg.jpg, Monster, Evil Spirit,num, 2, H, 7000, V, Emissaries Of Light, 16-038H
Heavy Armored Soldier,https://fftcg.cdn.sewest.net/images/cards/full/16-039C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-039C_eg.jpg, Forward, Deepground Soldier,exburst, 5, C, 8000, VII, Emissaries Of Light, 16-039C
Mustadio,https://fftcg.cdn.sewest.net/images/cards/full/16-040R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-040R_eg.jpg, Forward, Machinist,c, 3, R, 7000, FFBE · FFT, Emissaries Of Light, 16-040R
Yunalesca,https://fftcg.cdn.sewest.net/images/cards/full/16-041C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-041C_eg.jpg, Backup, Summoner,down, 2, C, , X, Emissaries Of Light, 16-041C
Lasswell,https://fftcg.cdn.sewest.net/images/cards/full/16-042R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-042R_eg.jpg, Forward, Knight,ice, 2, R, 5000, FFBE, Emissaries Of Light, 16-042R
Atomos,https://fftcg.cdn.sewest.net/images/cards/full/16-043H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-043H_eg.jpg, Monster, Atomos,num, 2, H, 7000, V, Emissaries Of Light, 16-043H
Wol,https://fftcg.cdn.sewest.net/images/cards/full/16-044L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-044L_eg.jpg, Forward, Warrior of Dawn,wind, 5, L, 9000, MOBIUS, Emissaries Of Light, 16-044L
Gargoyle,https://fftcg.cdn.sewest.net/images/cards/full/16-045C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-045C_eg.jpg, Monster, Gargoyle,num, 3, C, , VII, Emissaries Of Light, 16-045C
Chocobo Chick (VII),https://fftcg.cdn.sewest.net/images/cards/full/16-046C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-046C_eg.jpg, Summon, ,wind, 4, C, , VII, Emissaries Of Light, 16-046C
Sherlotta,https://fftcg.cdn.sewest.net/images/cards/full/16-047R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-047R_eg.jpg, Forward, Mysterious Woman,exburst, 4, R, 6000, FFCC, Emissaries Of Light, 16-047R
Zidane,https://fftcg.cdn.sewest.net/images/cards/full/16-048H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-048H_eg.jpg, Forward, Tantalus Member/Thief,wind, 2, H, 5000, DFF · IX, Emissaries Of Light, 16-048H
Seiryu,https://fftcg.cdn.sewest.net/images/cards/full/16-049R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-049R_eg.jpg, Forward, Shijin,exburst, 4, R, 7000, XI, Emissaries Of Light, 16-049R
Ceodore,https://fftcg.cdn.sewest.net/images/cards/full/16-050H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-050H_eg.jpg, Forward, Prince,wind, 4, H, 8000, IV, Emissaries Of Light, 16-050H
Cecil,https://fftcg.cdn.sewest.net/images/cards/full/16-051L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-051L_eg.jpg, Forward, Paladin,num, 5, L, 8000, DFF · IV, Emissaries Of Light, 16-051L
Selkie,https://fftcg.cdn.sewest.net/images/cards/full/16-052C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-052C_eg.jpg, Backup, Standard Unit,down, 2, C, , FFCC, Emissaries Of Light, 16-052C
King Tycoon,https://fftcg.cdn.sewest.net/images/cards/full/16-053H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-053H_eg.jpg, Backup, King,wind, 5, H, , V, Emissaries Of Light, 16-053H
Chocobo,https://fftcg.cdn.sewest.net/images/cards/full/16-054C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-054C_eg.jpg, Forward, Standard Unit,wind, 3, C, 6000, XIII, Emissaries Of Light, 16-054C
Chocobo Sam,https://fftcg.cdn.sewest.net/images/cards/full/16-055C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-055C_eg.jpg, Backup, Owner,wind, 4, C, , VII, Emissaries Of Light, 16-055C
Fat Chocobo,https://fftcg.cdn.sewest.net/images/cards/full/16-056R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-056R_eg.jpg, Forward, Chocobo,down, 4, R, 7000, IX, Emissaries Of Light, 16-056R
Ninja,https://fftcg.cdn.sewest.net/images/cards/full/16-057C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-057C_eg.jpg, Forward, Standard Unit,wind, 4, C, 8000, XI, Emissaries Of Light, 16-057C
Fina,https://fftcg.cdn.sewest.net/images/cards/full/16-058R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-058R_eg.jpg, Forward, White Mage,wind, 3, R, 7000, FFBE, Emissaries Of Light, 16-058R
Pecciotta,https://fftcg.cdn.sewest.net/images/cards/full/16-059C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-059C_eg.jpg, Forward, Morze's Soiree Member,exburst, 3, C, 7000, FFBE, Emissaries Of Light, 16-059C
Madam M,https://fftcg.cdn.sewest.net/images/cards/full/16-060C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-060C_eg.jpg, Backup, Owner,exburst, 4, C, , VII, Emissaries Of Light, 16-060C
Yuri,https://fftcg.cdn.sewest.net/images/cards/full/16-061R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-061R_eg.jpg, Forward, Lay Crystal User,wind, 5, R, 7000, FFCC, Emissaries Of Light, 16-061R
Lexa,https://fftcg.cdn.sewest.net/images/cards/full/16-062C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-062C_eg.jpg, Backup, Morze's Soiree Member,down, 2, C, , FFBE, Emissaries Of Light, 16-062C
Rosa,https://fftcg.cdn.sewest.net/images/cards/full/16-063R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-063R_eg.jpg, Backup, White Mage,down, 2, R, , THEATRHYTHM · IV, Emissaries Of Light, 16-063R
Dark Knight,https://fftcg.cdn.sewest.net/images/cards/full/16-064C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-064C_eg.jpg, Backup, Standard Unit,earth, 3, C, , XI, Emissaries Of Light, 16-064C
Amber,https://fftcg.cdn.sewest.net/images/cards/full/16-065C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-065C_eg.jpg, Backup, Morze's Soiree Member,exburst, 4, C, , FFBE, Emissaries Of Light, 16-065C
Heretical Knight Garland,https://fftcg.cdn.sewest.net/images/cards/full/16-066R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-066R_eg.jpg, Forward, Knight,earth, 4, R, 8000, MOBIUS, Emissaries Of Light, 16-066R
Aerith,https://fftcg.cdn.sewest.net/images/cards/full/16-067L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-067L_eg.jpg, Forward, Ancient,earth, 2, L, 5000, VII, Emissaries Of Light, 16-067L
Eiko,https://fftcg.cdn.sewest.net/images/cards/full/16-068C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-068C_eg.jpg, Backup, Summoner,earth, 3, C, , WOFF, Emissaries Of Light, 16-068C
Ciaran,https://fftcg.cdn.sewest.net/images/cards/full/16-069C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-069C_eg.jpg, Forward, Crystal Caravanner,ability, 2, C, 4000, THEATRHYTHM · FFCC, Emissaries Of Light, 16-069C
Kirin,https://fftcg.cdn.sewest.net/images/cards/full/16-070L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-070L_eg.jpg, Forward, Kirin,earth, 6, L, 9000, XI, Emissaries Of Light, 16-070L
Gladiator,https://fftcg.cdn.sewest.net/images/cards/full/16-071C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-071C_eg.jpg, Backup, Standard Unit,down, 2, C, , FFTA, Emissaries Of Light, 16-071C
Beastmaster,https://fftcg.cdn.sewest.net/images/cards/full/16-072C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-072C_eg.jpg, Forward, Standard Unit,earth, 3, C, 7000, XI, Emissaries Of Light, 16-072C
Benjamin,https://fftcg.cdn.sewest.net/images/cards/full/16-073C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-073C_eg.jpg, Forward, Warrior,earth, 5, C, 9000, THEATRHYTHM · MQ, Emissaries Of Light, 16-073C
Cactuar,https://fftcg.cdn.sewest.net/images/cards/full/16-074C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-074C_eg.jpg, Summon, ,earth, 4, C, , VII, Emissaries Of Light, 16-074C
Shinju,https://fftcg.cdn.sewest.net/images/cards/full/16-075R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-075R_eg.jpg, Backup, Morze's Soiree Member,earth, 2, R, , FFBE, Emissaries Of Light, 16-075R
Sophie,https://fftcg.cdn.sewest.net/images/cards/full/16-076R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-076R_eg.jpg, Forward, Wild Rider,earth, 2, R, 5000, MOBIUS, Emissaries Of Light, 16-076R
Terra,https://fftcg.cdn.sewest.net/images/cards/full/16-077R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-077R_eg.jpg, Forward, Magitek Knight,fire, 3, R, 7000, DFF · VI, Emissaries Of Light, 16-077R
Demonolith,https://fftcg.cdn.sewest.net/images/cards/full/16-078C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-078C_eg.jpg, Monster, Demonolith,num, 3, C, , X, Emissaries Of Light, 16-078C
Hades,https://fftcg.cdn.sewest.net/images/cards/full/16-079H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-079H_eg.jpg, Monster, Ultimate Synthesizer,num, 2, H, 7000, IX, Emissaries Of Light, 16-079H
Madam Edel,https://fftcg.cdn.sewest.net/images/cards/full/16-080H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-080H_eg.jpg, Forward, Adventurer,earth, 4, H, 8000, FFBE, Emissaries Of Light, 16-080H
Mira,https://fftcg.cdn.sewest.net/images/cards/full/16-081R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-081R_eg.jpg, Forward, Dark Lord,earth, 2, R, 5000, FFCC, Emissaries Of Light, 16-081R
Mont Leonis,https://fftcg.cdn.sewest.net/images/cards/full/16-082H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-082H_eg.jpg, Forward, Prince/Lord,num, 4, H, 9000, FFBE, Emissaries Of Light, 16-082H
Layle,https://fftcg.cdn.sewest.net/images/cards/full/16-083H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-083H_eg.jpg, Forward, Crystal Bearer,earth, 5, H, 8000, FFCC, Emissaries Of Light, 16-083H
Leslie,https://fftcg.cdn.sewest.net/images/cards/full/16-084R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-084R_eg.jpg, Backup, Lackey,earth, 6, R, , VII, Emissaries Of Light, 16-084R
Assassin,https://fftcg.cdn.sewest.net/images/cards/full/16-085C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-085C_eg.jpg, Backup, Standard Unit,lightning, 2, C, , FFTA, Emissaries Of Light, 16-085C
Ixion,https://fftcg.cdn.sewest.net/images/cards/full/16-086C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-086C_eg.jpg, Summon, ,lightning, 4, C, , X, Emissaries Of Light, 16-086C
Puppetmaster,https://fftcg.cdn.sewest.net/images/cards/full/16-087C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-087C_eg.jpg, Forward, Standard Unit,lightning, 3, C, 7000, XI, Emissaries Of Light, 16-087C
Black Waltz 3,https://fftcg.cdn.sewest.net/images/cards/full/16-088L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-088L_eg.jpg, Forward, Black Mage,num, 3, L, 7000, IX, Emissaries Of Light, 16-088L
Zack,https://fftcg.cdn.sewest.net/images/cards/full/16-089H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-089H_eg.jpg, Forward, SOLDIER,lightning, 5, H, 9000, VII, Emissaries Of Light, 16-089H
Seymour,https://fftcg.cdn.sewest.net/images/cards/full/16-090R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-090R_eg.jpg, Forward, Summoner,down, 4, R, 7000, X, Emissaries Of Light, 16-090R
Chadley,https://fftcg.cdn.sewest.net/images/cards/full/16-091C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-091C_eg.jpg, Backup, Scientist,down, 4, C, , VII, Emissaries Of Light, 16-091C
Noel,https://fftcg.cdn.sewest.net/images/cards/full/16-092C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-092C_eg.jpg, Forward, Commando,exburst, 5, C, 9000, XIII, Emissaries Of Light, 16-092C
Noctis,https://fftcg.cdn.sewest.net/images/cards/full/16-093R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-093R_eg.jpg, Forward, Prince,lightning, 5, R, 9000, XV, Emissaries Of Light, 16-093R
Palmer,https://fftcg.cdn.sewest.net/images/cards/full/16-094C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-094C_eg.jpg, Backup, Shinra Executive,lightning, 2, C, , VII, Emissaries Of Light, 16-094C
Vivi,https://fftcg.cdn.sewest.net/images/cards/full/16-095H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-095H_eg.jpg, Forward, Black Mage,exburst, 4, H, 8000, IX, Emissaries Of Light, 16-095H
Byakko,https://fftcg.cdn.sewest.net/images/cards/full/16-096R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-096R_eg.jpg, Forward, Shijin,exburst, 4, R, 7000, XI, Emissaries Of Light, 16-096R
Hyoh,https://fftcg.cdn.sewest.net/images/cards/full/16-097H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-097H_eg.jpg, Forward, Member of the Orders,lightning, 1, H, 3000, FFBE, Emissaries Of Light, 16-097H
Spectral Keeper,https://fftcg.cdn.sewest.net/images/cards/full/16-098H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-098H_eg.jpg, Monster, Spectral Keeper,num, 2, H, 7000, X, Emissaries Of Light, 16-098H
Merald,https://fftcg.cdn.sewest.net/images/cards/full/16-099C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-099C_eg.jpg, Forward, Morze's Soiree Member,lightning, 4, C, 8000, FFBE, Emissaries Of Light, 16-099C
Y'shtola,https://fftcg.cdn.sewest.net/images/cards/full/16-100L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-100L_eg.jpg, Forward, Scion of the Seventh Dawn,ability, 3, L, 7000, DFF · XIV, Emissaries Of Light, 16-100L
Yuke,https://fftcg.cdn.sewest.net/images/cards/full/16-101C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-101C_eg.jpg, Backup, Standard Unit,down, 2, C, , FFCC, Emissaries Of Light, 16-101C
Lann,https://fftcg.cdn.sewest.net/images/cards/full/16-102R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-102R_eg.jpg, Forward, Mirage Keeper,lightning, 3, R, 7000, WOFF, Emissaries Of Light, 16-102R
Larva,https://fftcg.cdn.sewest.net/images/cards/full/16-103C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-103C_eg.jpg, Monster, Evil Spirit,num, 3, C, , X, Emissaries Of Light, 16-103C
Reeve,https://fftcg.cdn.sewest.net/images/cards/full/16-104R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-104R_eg.jpg, Backup, Shinra Executive,lightning, 3, R, , VII, Emissaries Of Light, 16-104R
Reynn,https://fftcg.cdn.sewest.net/images/cards/full/16-105R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-105R_eg.jpg, Forward, Mirage Keeper,lightning, 3, R, 7000, WOFF, Emissaries Of Light, 16-105R
Andrea Rhodea,https://fftcg.cdn.sewest.net/images/cards/full/16-106R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-106R_eg.jpg, Forward, Owner/Dancer,down, 1, R, 3000, VII, Emissaries Of Light, 16-106R
Ezel,https://fftcg.cdn.sewest.net/images/cards/full/16-107R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-107R_eg.jpg, Backup, Hermetic,water, 4, R, , FFTA, Emissaries Of Light, 16-107R
Kimahri,https://fftcg.cdn.sewest.net/images/cards/full/16-108C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-108C_eg.jpg, Backup, Guardian,water, 2, C, , DFF · X, Emissaries Of Light, 16-108C
Kyrie,https://fftcg.cdn.sewest.net/images/cards/full/16-109C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-109C_eg.jpg, Backup, Informant,exburst, 2, C, , VII, Emissaries Of Light, 16-109C
Clavat,https://fftcg.cdn.sewest.net/images/cards/full/16-110C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-110C_eg.jpg, Backup, Standard Unit,down, 2, C, , FFCC, Emissaries Of Light, 16-110C
Genbu,https://fftcg.cdn.sewest.net/images/cards/full/16-111R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-111R_eg.jpg, Forward, Shijin,exburst, 4, R, 7000, XI, Emissaries Of Light, 16-111R
Corsair,https://fftcg.cdn.sewest.net/images/cards/full/16-112C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-112C_eg.jpg, Backup, Standard Unit,water, 4, C, , XI, Emissaries Of Light, 16-112C
Sahagin,https://fftcg.cdn.sewest.net/images/cards/full/16-113C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-113C_eg.jpg, Monster, Sahagin,num, 3, C, , VII, Emissaries Of Light, 16-113C
White Mage,https://fftcg.cdn.sewest.net/images/cards/full/16-114C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-114C_eg.jpg, Forward, Standard Unit,water, 3, C, 7000, FFTA, Emissaries Of Light, 16-114C
Sarah (MOBIUS),https://fftcg.cdn.sewest.net/images/cards/full/16-115H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-115H_eg.jpg, Forward, Nachtflug,c, 3, H, 7000, MOBIUS, Emissaries Of Light, 16-115H
Tidus,https://fftcg.cdn.sewest.net/images/cards/full/16-116L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-116L_eg.jpg, Forward, Guardian,water, 3, L, 7000, DFF · X, Emissaries Of Light, 16-116L
Tros,https://fftcg.cdn.sewest.net/images/cards/full/16-117H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-117H_eg.jpg, Monster, Octopus,num, 2, H, 7000, X, Emissaries Of Light, 16-117H
Fiona,https://fftcg.cdn.sewest.net/images/cards/full/16-118C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-118C_eg.jpg, Forward, Princess,exburst, 4, C, 8000, FFCC, Emissaries Of Light, 16-118C
Fusoya,https://fftcg.cdn.sewest.net/images/cards/full/16-119H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-119H_eg.jpg, Forward, Lunarian,water, 5, H, 8000, IV, Emissaries Of Light, 16-119H
Firion,https://fftcg.cdn.sewest.net/images/cards/full/16-120C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-120C_eg.jpg, Forward, Warrior/Rebel,water, 5, C, 9000, DFF · II, Emissaries Of Light, 16-120C
Vesvia,https://fftcg.cdn.sewest.net/images/cards/full/16-121R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-121R_eg.jpg, Forward, Morze's Soiree Member,exburst, 4, R, 8000, FFBE, Emissaries Of Light, 16-121R
Marche,https://fftcg.cdn.sewest.net/images/cards/full/16-122R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-122R_eg.jpg, Forward, Clan Leader,water, 6, R, 7000, FFTA, Emissaries Of Light, 16-122R
Meia,https://fftcg.cdn.sewest.net/images/cards/full/16-123L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-123L_eg.jpg, Forward, Amalthea,down, 1, L, 7000, MOBIUS, Emissaries Of Light, 16-123L
Lightning,https://fftcg.cdn.sewest.net/images/cards/full/16-124H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-124H_eg.jpg, Forward, Savior,ability, 3, H, 7000, XIII, Emissaries Of Light, 16-124H
Leviathan,https://fftcg.cdn.sewest.net/images/cards/full/16-125C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-125C_eg.jpg, Summon, ,water, 4, C, , VII, Emissaries Of Light, 16-125C
Leo,https://fftcg.cdn.sewest.net/images/cards/full/16-126R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-126R_eg.jpg, Forward, King,water, 1, R, 7000, FFCC, Emissaries Of Light, 16-126R
Warrior of Light,https://fftcg.cdn.sewest.net/images/cards/full/16-127L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-127L_eg.jpg, Forward, Warrior of Light,light, 2, L, 5000, DFF · I, Emissaries Of Light, 16-127L
Bartz,https://fftcg.cdn.sewest.net/images/cards/full/16-128H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-128H_eg.jpg, Forward, Wanderer/Warrior of Light,num, 1, H, 5000, V, Emissaries Of Light, 16-128H
Chaos,https://fftcg.cdn.sewest.net/images/cards/full/16-129L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-129L_eg.jpg, Forward, Chaos,down, 11, L, 8000, I, Emissaries Of Light, 16-129L
Twintania,https://fftcg.cdn.sewest.net/images/cards/full/16-130H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-130H_eg.jpg, Forward, Beast,dark, 2, H, 8000, V, Emissaries Of Light, 16-130H
Jecht,https://fftcg.cdn.sewest.net/images/cards/full/16-131S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-131S_eg.jpg, Forward, Guardian,exburst, 5, S, 9000, DFF · X, Emissaries Of Light, 16-131S
Bahamut,https://fftcg.cdn.sewest.net/images/cards/full/16-132S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-132S_eg.jpg, Summon, ,fire, 6, S, , X, Emissaries Of Light, 16-132S
Braska,https://fftcg.cdn.sewest.net/images/cards/full/16-133S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-133S_eg.jpg, Forward, Summoner,ability, 2, S, 5000, X, Emissaries Of Light, 16-133S
Yuna,https://fftcg.cdn.sewest.net/images/cards/full/16-134S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-134S_eg.jpg, Forward, Summoner,wind, 4, S, 7000, DFF · X, Emissaries Of Light, 16-134S
Lulu,https://fftcg.cdn.sewest.net/images/cards/full/16-135S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-135S_eg.jpg, Forward, Guardian,wind, 3, S, 5000, DFF · X, Emissaries Of Light, 16-135S
Auron,https://fftcg.cdn.sewest.net/images/cards/full/16-136S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-136S_eg.jpg, Forward, Guardian,water, 2, S, 4000, X, Emissaries Of Light, 16-136S
Rikku,https://fftcg.cdn.sewest.net/images/cards/full/16-137S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-137S_eg.jpg, Forward, Al Bhed/Guardian,exburst, 4, S, 8000, X, Emissaries Of Light, 16-137S
Wakka,https://fftcg.cdn.sewest.net/images/cards/full/16-138S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-138S_eg.jpg, Forward, Guardian,ability, 2, S, 5000, X, Emissaries Of Light, 16-138S
Tidus,https://fftcg.cdn.sewest.net/images/cards/full/16-139S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-139S_eg.jpg, Forward, Guardian,exburst, 3, S, 7000, X, Emissaries Of Light, 16-139S
Sin,https://fftcg.cdn.sewest.net/images/cards/full/16-140S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-140S_eg.jpg, Forward, Final Aeon,num, 9, S, 10000, X, Emissaries Of Light, 16-140S
,https://fftcg.cdn.sewest.net/images/cards/full/C-003_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/C-003_eg.jpg, Crystal, ,, , , , Crystal Hunt, Emissaries Of Light, C-003
,https://fftcg.cdn.sewest.net/images/cards/full/C-004_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/C-004_eg.jpg, Crystal, ,, , , , Crystal Hunt, Emissaries Of Light, C-004
Vanille,https://fftcg.cdn.sewest.net/images/cards/full/19-129S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/19-129S_eg.jpg, Forward, Saboteur/L'Cie,exburst, 3, S, 7000, XIII, From Nightmares, 19-129S
Bahamut,https://fftcg.cdn.sewest.net/images/cards/full/19-130S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/19-130S_eg.jpg, Summon, ,fire, 5, S, , XIII, From Nightmares, 19-130S
